"year","zone","school","ratio"
"2006-2007","S01002068","Secondary","95.34"
"2010-2011","S01002068","Secondary","89.36"
"2007-2008","S01002068","Secondary","93.27"
"2003-2004","S01002068","Secondary","93.34"
"2010-2011","S01002068","Primary","95.47"
"2008-2009","S01002068","Primary","93.44"
"2009-2010","S01002068","Primary","92.58"
"2003-2004","S01002068","Primary","94.96"
"2004-2005","S01002068","Primary","95.4"
"2005-2006","S01002068","Primary","95.4"
"2006-2007","S01002068","Primary","94.32"
"2007-2008","S01002068","Primary","93.02"
"2009-2010","S01002069","Secondary","93.71"
"2004-2005","S01002069","Secondary","94.08"
"2005-2006","S01002069","Secondary","94.08"
"2008-2009","S01002069","Secondary","95.9"
"2006-2007","S01002069","Secondary","94.55"
"2010-2011","S01002069","Secondary","88.6"
"2007-2008","S01002069","Secondary","96.34"
"2003-2004","S01002069","Secondary","94.61"
"2010-2011","S01002069","Primary","96.98"
"2008-2009","S01002069","Primary","97.93"
"2009-2010","S01002069","Primary","97.91"
"2003-2004","S01002069","Primary","97.1"
"2004-2005","S01002069","Primary","97.18"
"2005-2006","S01002069","Primary","97.18"
"2006-2007","S01002069","Primary","97.4"
"2007-2008","S01002069","Primary","97.21"
"2009-2010","S01002070","Secondary","91.55"
"2004-2005","S01002070","Secondary","87.02"
"2005-2006","S01002070","Secondary","87.02"
"2008-2009","S01002070","Secondary","91.03"
"2006-2007","S01002070","Secondary","90.17"
"2010-2011","S01002070","Secondary","92.37"
"2007-2008","S01002070","Secondary","89.51"
"2003-2004","S01002070","Secondary","85.75"
"2010-2011","S01002070","Primary",94
"2008-2009","S01002070","Primary","95.83"
"2009-2010","S01002070","Primary","94.88"
"2003-2004","S01002070","Primary","95.62"
"2004-2005","S01002070","Primary","91.35"
"2005-2006","S01002070","Primary","91.35"
"2006-2007","S01002070","Primary","97.3"
"2007-2008","S01002070","Primary","97.16"
"2009-2010","S01002071","Secondary","87.98"
"2004-2005","S01002071","Secondary","92.87"
"2005-2006","S01002071","Secondary","92.87"
"2008-2009","S01002071","Secondary","92.02"
"2006-2007","S01002071","Secondary","94.08"
"2010-2011","S01002071","Secondary","91.56"
"2007-2008","S01002071","Secondary","86.87"
"2003-2004","S01002071","Secondary","92.35"
"2010-2011","S01002071","Primary","93.88"
"2008-2009","S01002071","Primary","89.71"
"2009-2010","S01002071","Primary","95.26"
"2003-2004","S01002071","Primary","93.66"
"2004-2005","S01002071","Primary","90.57"
"2005-2006","S01002071","Primary","90.57"
"2006-2007","S01002071","Primary","91.82"
"2007-2008","S01002071","Primary","89.54"
"2009-2010","S01002072","Secondary","94.56"
"2004-2005","S01002072","Secondary","93.79"
"2005-2006","S01002072","Secondary","93.79"
"2008-2009","S01002072","Secondary","93.56"
"2006-2007","S01002072","Secondary","95.92"
"2010-2011","S01002072","Secondary","93.11"
"2007-2008","S01002072","Secondary","95.45"
"2003-2004","S01002072","Secondary","95.6"
"2010-2011","S01002072","Primary","97.35"
"2008-2009","S01002072","Primary","97.5"
"2009-2010","S01002072","Primary","97.41"
"2003-2004","S01002072","Primary","97.46"
"2004-2005","S01002072","Primary","96.6"
"2005-2006","S01002072","Primary","96.6"
"2006-2007","S01002072","Primary","96.68"
"2007-2008","S01002072","Primary","97.31"
"2009-2010","S01002073","Secondary","84.35"
"2004-2005","S01002073","Secondary","78.72"
"2005-2006","S01002073","Secondary","78.72"
"2008-2009","S01002073","Secondary","85.19"
"2006-2007","S01002073","Secondary","79.28"
"2010-2011","S01002073","Secondary","79.44"
"2007-2008","S01002073","Secondary","88.92"
"2003-2004","S01002073","Secondary","67.02"
"2010-2011","S01002073","Primary","94.43"
"2008-2009","S01002073","Primary","95.66"
"2009-2010","S01002073","Primary","94.67"
"2003-2004","S01002073","Primary","97.46"
"2004-2005","S01002073","Primary","96.04"
"2005-2006","S01002073","Primary","96.04"
"2006-2007","S01002073","Primary","93.68"
"2007-2008","S01002073","Primary","92.43"
"2009-2010","S01002074","Secondary","93.89"
"2004-2005","S01002074","Secondary","93.49"
"2005-2006","S01002074","Secondary","93.49"
"2008-2009","S01002074","Secondary",94
"2006-2007","S01002074","Secondary","94.57"
"2010-2011","S01002074","Secondary","93.18"
"2007-2008","S01002074","Secondary","93.91"
"2003-2004","S01002074","Secondary","93.82"
"2010-2011","S01002074","Primary","96.53"
"2008-2009","S01002074","Primary","96.77"
"2009-2010","S01002074","Primary","96.53"
"2003-2004","S01002074","Primary","96.92"
"2004-2005","S01002074","Primary","97.13"
"2005-2006","S01002074","Primary","97.13"
"2006-2007","S01002074","Primary","96.86"
"2007-2008","S01002074","Primary","96.86"
"2009-2010","S01002075","Secondary","87.49"
"2004-2005","S01002075","Secondary","92.51"
"2005-2006","S01002075","Secondary","92.51"
"2008-2009","S01002075","Secondary","90.89"
"2006-2007","S01002075","Secondary","93.24"
"2010-2011","S01002075","Secondary","93.48"
"2007-2008","S01002075","Secondary","91.96"
"2003-2004","S01002075","Secondary","92.96"
"2010-2011","S01002075","Primary","94.34"
"2008-2009","S01002075","Primary","92.12"
"2009-2010","S01002075","Primary","93.81"
"2003-2004","S01002075","Primary","96.36"
"2004-2005","S01002075","Primary","95.29"
"2005-2006","S01002075","Primary","95.29"
"2006-2007","S01002075","Primary","96.55"
"2007-2008","S01002075","Primary","94.58"
"2009-2010","S01002076","Secondary","95.74"
"2004-2005","S01002076","Secondary","91.76"
"2005-2006","S01002076","Secondary","91.76"
"2008-2009","S01002076","Secondary","90.43"
"2006-2007","S01002076","Secondary","90.6"
"2010-2011","S01002076","Secondary","93.55"
"2007-2008","S01002076","Secondary","88.9"
"2003-2004","S01002076","Secondary","89.33"
"2010-2011","S01002076","Primary","94.6"
"2008-2009","S01002076","Primary","93.09"
"2009-2010","S01002076","Primary","92.29"
"2003-2004","S01002076","Primary","87.83"
"2004-2005","S01002076","Primary","91.96"
"2005-2006","S01002076","Primary","91.96"
"2006-2007","S01002076","Primary","94.04"
"2007-2008","S01002076","Primary","92.44"
"2009-2010","S01002077","Secondary","96.55"
"2004-2005","S01002077","Secondary","94.76"
"2005-2006","S01002077","Secondary","94.76"
"2008-2009","S01002077","Secondary","94.01"
"2006-2007","S01002077","Secondary","95.41"
"2010-2011","S01002077","Secondary","94.67"
"2007-2008","S01002077","Secondary","96.77"
"2003-2004","S01002077","Secondary","95.64"
"2010-2011","S01002077","Primary","95.09"
"2008-2009","S01002077","Primary","95.75"
"2009-2010","S01002077","Primary","96.66"
"2003-2004","S01002077","Primary","96.46"
"2004-2005","S01002077","Primary","96.58"
"2005-2006","S01002077","Primary","96.58"
"2006-2007","S01002077","Primary","97.58"
"2007-2008","S01002077","Primary","95.97"
"2009-2010","S01002078","Secondary","93.3"
"2004-2005","S01002078","Secondary","94.63"
"2005-2006","S01002078","Secondary","94.63"
"2008-2009","S01002078","Secondary","92.64"
"2006-2007","S01002078","Secondary","94.89"
"2010-2011","S01002078","Secondary","92.55"
"2007-2008","S01002078","Secondary","94.01"
"2003-2004","S01002078","Secondary","92.83"
"2010-2011","S01002078","Primary","96.24"
"2008-2009","S01002078","Primary","97.15"
"2009-2010","S01002078","Primary","96.86"
"2003-2004","S01002078","Primary","96.27"
"2004-2005","S01002078","Primary","95.87"
"2005-2006","S01002078","Primary","95.87"
"2006-2007","S01002078","Primary","96.95"
"2007-2008","S01002078","Primary","96.63"
"2009-2010","S01002079","Secondary","86.68"
"2004-2005","S01002079","Secondary","85.38"
"2005-2006","S01002079","Secondary","85.38"
"2008-2009","S01002079","Secondary","90.22"
"2006-2007","S01002079","Secondary","91.3"
"2010-2011","S01002079","Secondary","87.51"
"2007-2008","S01002079","Secondary","82.31"
"2003-2004","S01002079","Secondary","87.6"
"2010-2011","S01002079","Primary","96.01"
"2008-2009","S01002079","Primary","97.17"
"2009-2010","S01002079","Primary","95.35"
"2003-2004","S01002079","Primary","94.77"
"2004-2005","S01002079","Primary","96.35"
"2005-2006","S01002079","Primary","96.35"
"2006-2007","S01002079","Primary","95.83"
"2007-2008","S01002079","Primary","96.83"
"2009-2010","S01002080","Secondary","93.72"
"2004-2005","S01002080","Secondary","94.13"
"2005-2006","S01002080","Secondary","94.13"
"2008-2009","S01002080","Secondary","92.83"
"2006-2007","S01002080","Secondary",94
"2010-2011","S01002080","Secondary","93.97"
"2007-2008","S01002080","Secondary","94.24"
"2003-2004","S01002080","Secondary","93.34"
"2010-2011","S01002080","Primary","95.62"
"2008-2009","S01002080","Primary","96.4"
"2009-2010","S01002080","Primary","95.86"
"2003-2004","S01002080","Primary","96.78"
"2004-2005","S01002080","Primary","96.63"
"2005-2006","S01002080","Primary","96.63"
"2006-2007","S01002080","Primary","96.93"
"2007-2008","S01002080","Primary","97.14"
"2009-2010","S01002081","Secondary","86.35"
"2004-2005","S01002081","Secondary","84.38"
"2005-2006","S01002081","Secondary","84.38"
"2008-2009","S01002081","Secondary","87.59"
"2006-2007","S01002081","Secondary","83.94"
"2010-2011","S01002081","Secondary","87.01"
"2007-2008","S01002081","Secondary","86.13"
"2003-2004","S01002081","Secondary","82.25"
"2010-2011","S01002081","Primary","93.69"
"2008-2009","S01002081","Primary","91.5"
"2009-2010","S01002081","Primary","90.61"
"2003-2004","S01002081","Primary","96.34"
"2004-2005","S01002081","Primary","96.03"
"2005-2006","S01002081","Primary","96.03"
"2006-2007","S01002081","Primary","91.29"
"2007-2008","S01002081","Primary","90.82"
"2009-2010","S01002082","Secondary","87.4"
"2004-2005","S01002082","Secondary","94.52"
"2005-2006","S01002082","Secondary","94.52"
"2008-2009","S01002082","Secondary","92.94"
"2006-2007","S01002082","Secondary","95.02"
"2010-2011","S01002082","Secondary","88.23"
"2007-2008","S01002082","Secondary","94.53"
"2003-2004","S01002082","Secondary","91.36"
"2010-2011","S01002082","Primary","95.32"
"2008-2009","S01002082","Primary","94.42"
"2009-2010","S01002082","Primary","91.31"
"2003-2004","S01002082","Primary","95.88"
"2004-2005","S01002082","Primary","95.51"
"2005-2006","S01002082","Primary","95.51"
"2006-2007","S01002082","Primary","95.98"
"2007-2008","S01002082","Primary","94.1"
"2009-2010","S01002083","Secondary","88.76"
"2004-2005","S01002083","Secondary","84.54"
"2005-2006","S01002083","Secondary","84.54"
"2008-2009","S01002083","Secondary","89.86"
"2006-2007","S01002083","Secondary","87.36"
"2010-2011","S01002083","Secondary","87.67"
"2007-2008","S01002083","Secondary","88.78"
"2003-2004","S01002083","Secondary","86.63"
"2010-2011","S01002083","Primary","90.85"
"2008-2009","S01002083","Primary","93.36"
"2009-2010","S01002083","Primary","91.86"
"2003-2004","S01002083","Primary","96.01"
"2004-2005","S01002083","Primary","94.49"
"2005-2006","S01002083","Primary","94.49"
"2006-2007","S01002083","Primary","94.47"
"2007-2008","S01002083","Primary","93.42"
"2009-2010","S01002084","Secondary","88.57"
"2004-2005","S01002084","Secondary","90.83"
"2005-2006","S01002084","Secondary","90.83"
"2008-2009","S01002084","Secondary","91.63"
"2006-2007","S01002084","Secondary","85.11"
"2010-2011","S01002084","Secondary","84.7"
"2007-2008","S01002084","Secondary","88.36"
"2003-2004","S01002084","Secondary","92.71"
"2010-2011","S01002084","Primary","93.08"
"2008-2009","S01002084","Primary","92.7"
"2009-2010","S01002084","Primary","95.05"
"2003-2004","S01002084","Primary","97.81"
"2004-2005","S01002084","Primary","98.3"
"2005-2006","S01002084","Primary","98.3"
"2006-2007","S01002084","Primary","94.1"
"2007-2008","S01002084","Primary","91.58"
"2009-2010","S01002085","Secondary","81.58"
"2004-2005","S01002085","Secondary","92.45"
"2005-2006","S01002085","Secondary","92.45"
"2008-2009","S01002085","Secondary","80.06"
"2006-2007","S01002085","Secondary","86.87"
"2010-2011","S01002085","Secondary","93.72"
"2007-2008","S01002085","Secondary","85.34"
"2003-2004","S01002085","Secondary","89.86"
"2010-2011","S01002085","Primary","93.12"
"2008-2009","S01002085","Primary","93.83"
"2009-2010","S01002085","Primary","95.84"
"2003-2004","S01002085","Primary","89.35"
"2004-2005","S01002085","Primary","92.96"
"2005-2006","S01002085","Primary","92.96"
"2006-2007","S01002085","Primary","91.47"
"2007-2008","S01002085","Primary","93.67"
"2009-2010","S01002086","Secondary","87.76"
"2004-2005","S01002086","Secondary","66.59"
"2005-2006","S01002086","Secondary","66.59"
"2008-2009","S01002086","Secondary","85.65"
"2006-2007","S01002086","Secondary","90.34"
"2010-2011","S01002086","Secondary","88.78"
"2007-2008","S01002086","Secondary","88.26"
"2003-2004","S01002086","Secondary","89.26"
"2010-2011","S01002086","Primary","94.52"
"2008-2009","S01002086","Primary","91.97"
"2009-2010","S01002086","Primary","94.67"
"2003-2004","S01002086","Primary","94.82"
"2004-2005","S01002086","Primary","94.93"
"2005-2006","S01002086","Primary","94.93"
"2006-2007","S01002086","Primary","93.8"
"2007-2008","S01002086","Primary","90.71"
"2009-2010","S01002087","Secondary","92.19"
"2004-2005","S01002087","Secondary","84.32"
"2005-2006","S01002087","Secondary","84.32"
"2008-2009","S01002087","Secondary","84.48"
"2006-2007","S01002087","Secondary","82.89"
"2010-2011","S01002087","Secondary","90.4"
"2007-2008","S01002087","Secondary","81.86"
"2003-2004","S01002087","Secondary","85.99"
"2010-2011","S01002087","Primary","91.87"
"2008-2009","S01002087","Primary","88.45"
"2009-2010","S01002087","Primary","93.13"
"2003-2004","S01002087","Primary","93.87"
"2004-2005","S01002087","Primary","92.06"
"2005-2006","S01002087","Primary","92.06"
"2006-2007","S01002087","Primary","93.11"
"2007-2008","S01002087","Primary","92.14"
"2009-2010","S01002088","Secondary","92.03"
"2004-2005","S01002088","Secondary","88.55"
"2005-2006","S01002088","Secondary","88.55"
"2008-2009","S01002088","Secondary","93.38"
"2006-2007","S01002088","Secondary","92.38"
"2010-2011","S01002088","Secondary","92.49"
"2007-2008","S01002088","Secondary","92.74"
"2003-2004","S01002088","Secondary","91.28"
"2010-2011","S01002088","Primary","95.98"
"2008-2009","S01002088","Primary","96.65"
"2009-2010","S01002088","Primary","96.47"
"2003-2004","S01002088","Primary","97.06"
"2004-2005","S01002088","Primary","96.17"
"2005-2006","S01002088","Primary","96.17"
"2006-2007","S01002088","Primary","97.11"
"2007-2008","S01002088","Primary","95.99"
"2009-2010","S01002089","Secondary","94.45"
"2004-2005","S01002089","Secondary","95.64"
"2005-2006","S01002089","Secondary","95.64"
"2008-2009","S01002089","Secondary","94.71"
"2006-2007","S01002089","Secondary","94.58"
"2010-2011","S01002089","Secondary","95.58"
"2007-2008","S01002089","Secondary","94.74"
"2003-2004","S01002089","Secondary","95.71"
"2010-2011","S01002089","Primary","96.31"
"2008-2009","S01002089","Primary","96.59"
"2009-2010","S01002089","Primary","96.72"
"2003-2004","S01002089","Primary","97.08"
"2004-2005","S01002089","Primary","97.66"
"2005-2006","S01002089","Primary","97.66"
"2006-2007","S01002089","Primary","97.74"
"2007-2008","S01002089","Primary","97.34"
"2009-2010","S01002090","Secondary","89.02"
"2004-2005","S01002090","Secondary","88.19"
"2005-2006","S01002090","Secondary","88.19"
"2008-2009","S01002090","Secondary","91.33"
"2006-2007","S01002090","Secondary","92.43"
"2010-2011","S01002090","Secondary","92.31"
"2007-2008","S01002090","Secondary","92.95"
"2003-2004","S01002090","Secondary","91.21"
"2010-2011","S01002090","Primary","94.69"
"2008-2009","S01002090","Primary","95.2"
"2009-2010","S01002090","Primary","95.14"
"2003-2004","S01002090","Primary","95.86"
"2004-2005","S01002090","Primary","95.73"
"2005-2006","S01002090","Primary","95.73"
"2006-2007","S01002090","Primary","96.62"
"2007-2008","S01002090","Primary","95.79"
"2009-2010","S01002091","Secondary","87.33"
"2004-2005","S01002091","Secondary","86.1"
"2005-2006","S01002091","Secondary","86.1"
"2008-2009","S01002091","Secondary","88.05"
"2006-2007","S01002091","Secondary","86.3"
"2010-2011","S01002091","Secondary","82.3"
"2007-2008","S01002091","Secondary","82.27"
"2003-2004","S01002091","Secondary","90.55"
"2010-2011","S01002091","Primary","96.35"
"2008-2009","S01002091","Primary","94.03"
"2009-2010","S01002091","Primary","84.67"
"2003-2004","S01002091","Primary","92.61"
"2004-2005","S01002091","Primary","93.3"
"2005-2006","S01002091","Primary","93.3"
"2006-2007","S01002091","Primary","94.34"
"2007-2008","S01002091","Primary","89.52"
"2009-2010","S01002092","Secondary","95.96"
"2004-2005","S01002092","Secondary","94.66"
"2005-2006","S01002092","Secondary","94.66"
"2008-2009","S01002092","Secondary","94.94"
"2006-2007","S01002092","Secondary","93.75"
"2010-2011","S01002092","Secondary","94.74"
"2007-2008","S01002092","Secondary","96.18"
"2003-2004","S01002092","Secondary","95.5"
"2010-2011","S01002092","Primary","96.94"
"2008-2009","S01002092","Primary","97.94"
"2009-2010","S01002092","Primary","97.04"
"2003-2004","S01002092","Primary","97.89"
"2004-2005","S01002092","Primary","97.79"
"2005-2006","S01002092","Primary","97.79"
"2006-2007","S01002092","Primary","97.88"
"2007-2008","S01002092","Primary","97.86"
"2009-2010","S01002093","Secondary","87.56"
"2004-2005","S01002093","Secondary","91.7"
"2005-2006","S01002093","Secondary","91.7"
